456, হেডলাইন দেখে বোঝার উপায় নেই পরিস্থিতি কি । মানবতা কে সবাই মিলে মেরে ফেলছে ,
458, আমি অবৈধ সরকারকে বলছি আমাকে হত্যা করে আমার যায়গায় ,
459,একজন অসহায় রোহিঙ্গা মসলিমকে আশ্রয় দিন। ,
460, ইন্ডিয়ানরা ঢুকতে চাইলে তে পেটিকোট উঁচু করে রেডি থাকতে তোমরা। এদের বেলায় এত সমস্যা কেন? ,
462, ঠেকানো যাবেও না কারণ বাংলাদেশের কোটি মানুষ আছে তাদের সাথে শুধু অবৈধ সরকার ছাড়া ,
464, এইটা ত আমাদের দেশের জন্য মরার উপর খাড়ার ঘা এর মতো গরীবের একচালার নীচে কয়টা পরিবারকেই বা জায়গা দেওয়া সম্ভব? ,
465, মাননীয় প্রধানমন্ত্রীর প্রতি আকুল আবেদন ,
466,প্লিজ রোহিঙ্গা দের বাচান ওদের বাংলাদেশে ঢুকতে দেন। ,
467, ঠেকানোর দরকারও মনে করসি না মামা পারলে তাদের হয়ে কথা বলুন নইলে চুপ থাকুন৷এরা যে ভারতীয় হাতী না তা আমরা জানি৷ ,
468, যেভাবেই হোক ঠেকাতে হবে। কারণ মিয়ানমার চাচ্ছে এ ধরনের পরিস্থিতির মাধ্যমে মাঝে মাঝে কিছু কিছু রোহিঙ্গা যেন বাংলাদেশে অনুপ্রবেশ করে। ,
469, আলহামদুল্লিলাহ ভাল খবর এটাই বাংলার মুসলমান চায়।দরকার হলে আমাদের একবেলার খাবার তাদের দিয়ে দিব এতে মিডায়ার এত চুলকায় কেন? ,
470, মানবিক দিক ছিন্তা করে ঠেকানো দরকার নই। ,
472, কেন রহিংগা কি মানুষ না?আজ যদি ইন্ডিয়ান রা আশ্রয় চায়ত তাহলে কি শুশিল রা কি কিছু বলতও ,
473, এতো বড় একটা পৃথিবী অথচো থাকার জায়গা হয় না মানুষদের ,
474,সৃষ্টিকর্তার জমীনে মানুষের কতোই না দাম্ভিকতা ,
475,অথচো এই জায়গা জমি নিয়েই মানুষের মাঝে কতো হানাহানি কতো মারামারি ,
476, ঠেকানো সম্ভব হবেনা তো কারন ওরা জানে মিয়ানমারের মত বাংলাদেশ ওদের ওপর অন্তত গুলি চালাবে না বড় আশা নিয়ে বাংলাদেশের দিকে ছুটছে । ,
477, তুরস্কের চেয়ে উননত দাবী করবা আর কিছু শরনার্থী আশ্রয় দিতে পারবা না। এর চেয়ে লজ্জা আর নাই ,
479, কেন বঙ্গবাহাদুর উপাধী পায় ঐ ভারতের ,
480,কেন রোহিঙ্গা মুসলিম বাংলায় এসে ,
481,কেন এক মালালায় উথলে ওঠে বিশ্ব ,
482,কেন হাজার মুসলিম নির্যাতিত তবুও ,
483,কেন মানবতাবাদী সুশীল সমাজ মুখে কুলুপ ,
484,গা ঢাকা দিয়ে যাবে শুধু প্রভুদের ,
485,কেন প্রতিবেশী হয়েও চুপচাপ আজ ,
486,নাকি দাদার আদেশ হয়নি আজিও ,
487,আজ দাদার ভয়ে চুপচাপ হয়ে থাকতেই হয় যদি ,
488,তবে কেন আজো আগলে রেখেছো স্বাধীন ,
489, সব রোহিংঙ্গাদের বাংলাদেশে আস্রায় দেওয়া হোক এরা অসহায় এদের পাসে দাড়ানো মুসলিম হিসেবে আমাদের কর্তব ,
494, কিসের জন্য ঠেকাতে হবে বিপদের বন্ধুই তো প্রকৃত বন্ধু ,
495, সিমান্তের সব কটা দরজা খুলে দেওয়া হোক। ,
496, ঠেকানোর দরকার আছে বলে মনে করি না। ,
497, ঠেকানোর দরকারটা কি ? হাতি নিয়াতো মাতামাতির কমতি ছিলো না ,
498, মানুষকে বাচাঁনোর দরকার আছে তাই উচিত এগিয়ে যাওয়া আমাদের ,
499, রোহিঙ্গারা বাঙালী মুসলমান ওদের ঠেকানোর দরকারটা কি? ,
500, জনবল বাড়িয়ে তাদের প্রতিহত করুন ,
501, তাদের কে ঢুকতে দেয়া হোক। সবার উপরে মানুষ সত্য তাহার উপরে নাই ,
502, যারা রোহিঙ্গাদের আস্রয় দিতে ইচ্ছুক তারা যেন রোহিঙ্গাদের তাদের বাসায় নিয়ে আশ্রয় দেয়। ,
503, তাদের কে আসতে দেওয়া হোক ,
504, তোমাগো এই খবর দিতে হবেনা তোমরা দেখো হাতিটার কি খবর হালারা সাংবাদিক হয়ছে ,
505, রোহিঙ্গা সমস্যা সমাধানে সরকারের আরও কঠোর ও কার্যকরী পদক্ষেপ নেওা উচিত। ,
506, তুমাদের এত নিউজ কড়ার দরকার নাই আসতে দাও তুমরা নিউজ বন্ধ কর ,
507, ওদের আসতে দাও । এটা কোটি মানুষ চায় । ,
508, ও দের কে বাংলাতে ঢুকতে দেন ,
509, ওদের বাচানো ফরজ ও দের থাকতে দাও বাংলাতে ,
510, টেকাতে না পারলে গুলি করে নাফ নদীতে ফেলে দেন।। ,
511, এ কি আমরা ভারতে আশ্রয় নেই নি।ভুলে গেছো সেই কথা ,
512, তোরা মানুষ ওরা অমানুষ ওদের জীবনের দাম নাই ,
513, আমি চাই তারা আসুক আমরা মুসলিম ভাই ভাই কষ্ট করে এক সাথে থাকবো ,
514, বুঝলাম না কেন যে বালের আলো প্রত্রিকা রোহিঙ্গাদের পিছনে গেলেছে ? ,
515, এদের প্রবেশ করতে দেয়া উচিত। ,
516, মাদ্রসার ছাত্ররাই ক্যাবল গালি দিচ্ছেনা তবে অন্যরা কিন্তু ,
517, কাকে আশ্রয় দিচ্ছি সেটাও তো একবার দেখতে হবে। ,
518, মানবিক দৃষ্টিকোণ থেকে তাদের পাশে দাড়াঁনো উচিৎ। ,
519, ইছে করলে সব সমভব চেসটা চালিয়ে জান ,
520, হা তি ঢুক লে খু শি অার মানুষ ঢুক লে বেজার ,
521, কি বলব সমস্যা আছে উভয় দিকে ,
522, তোরা সাংবাদিক না অন্য কিছু ,
523, আগে জানতাম মানুষ মানুষের জন্য ,
524, বি জি বি বসে বসে আঙগুল সোচে নাকি ঠেকানো যাচেছ না কেন? ,
525, আমাদের দেশে কি বিজিবি নাই তারা কি করে ,
526, ঠেকানোর দরকার নেই ওরা আমাদের ভাই ওদেরকে বাচাতে চাই। ,
527, মানবতার খাতিরে আসতে দেয়া উচিত ,
528, ঠেকাবে কিভাবে টাকা যে নিয়েছ। ,
533,নজরদারির অভাবেই এখন অনেক রোহিঙ্গা বিভিন্ন অপরাধমূলক কাজ করে। ভুল নাম ঠিকানা ব্যবহার করে বিদেশে পাড়ি জমিয়ে সেখানে সন্ ,
534, ইয়াবার কারিগর ওদের রুখতে হবে নইলে এদেশর সান্তি নিপাত যাবে ,
536, না পালিয়ে প্রতিবাদী হলে সবচেয়ে ভালো হতো ,
537, প্রথম আলো যে কট্টরপন্থি মুসলিম বিদ্বেষী পত্রিকা তার প্রমান এমন খবর। ,
539, ঐদিকে মিয়ানমারে থাকলে নিশ্চিত মৃত্যু আর এদিকে বিজিবি র বাধা তাহলে এরা যাবে কোথায় ? আসমানে না পাতালে ? ,
540, বাংলাদেশ কি ভুলে গেছে এর ইতিহাস?? ,
541,যখন কোটি বাঙ্গালী দেশ ছেড়ে ভারতে আশ্রত নিয়েছিলো??? ,
543, অহিংসা পরম ধর্ম এবং জীব হত্যা মহাপাপ তবে কেন মিয়ানমারের বোদ্ধরা রহিঙ্গা মুসলমানদের হত্যা করেছে ? ,
544,ভারতের মুসলমানদের নিয়ে আমরা এতো চিন্তা ও চেঁচামেচি করি কিন্তু মিয়ানমারের মুসলমানদের নিয়ে ,
545,শান্তিতে নোবেল পুরস্কার বিজয়ী সুচির অশান্তির উপহার ??? ,
554, ভাল কিছু কর ছাগ্লামি তো অনেক করলি ,
558,আল্লাহ্পাক আশ্রয়প্রার্থীর জন্য নির্দেশ দিয়েছেন ,
573, আর কত করবে রাজনীতিকে হাসিনা আদালতের ভন্ডামীর অস্র দিয়ে। ,
574, অামরা এখন হিলারীর অাদালতে অাপিল করবো ,
575, যান বালেদা মুড়ি খান ইঞ্জেকশন লইয়্যা শিমুল কইরে ইঞ্জেকশান টা দেতো। ,
576, বেগম খালেদা জিয়া একদিধ ঠিকি ক্ষমতায় আসবেন ,
578, বাংলাদেশে এইটা পুরান ঘটনা নতুন করে বলার কি আছে। আমরা চিললাইতে চিললাইতে গলা ব্যাথা করে ফেললেও বিচার হবেনা। ,
580, লজ্জা লাগলেও বলতে ইচ্ছা করে এটা বাংলাদেশেই সম্ভব ছিঃ ,
581, এটাই স্বাধীন বাংলাদেশ টাকা যার বিচার তার । ,
582, আমি একন তাজরীন ফ্যাশনে সামনে দারে আচি ,
583, আইন বিচার সব ধনীদের জন্য। গরীব শ্রমিকদের জন্য আইন বিচার ,
584, বঙ্গবন্ধুর সোনার বাংলায় গরীবদের ভোটের অধিকার নিশ্চতকরা একমাত্র কাজ বাকীসব রাগবোয়ালদের পক্ষে। ,
588, দাঁত কেলিয়ে হাসতে চাইলে চলে যান টেলেন্টেড হারামী পেইজে আর হাসুন প্রান খুলে। ,
589, হাঁসতে হাঁসতে বেহুঁশ হয়ে যাবেন অস্থির একটা ফানি পেইজ মিঃ বল্টু ,
590, মুস্তাফিজকে আইপিএল এবং বিপিএল ছাড়া অন্য কোন টুর্নামেন্টে খেলার পারমিশন না দেয়া হোক। সবার আগে দেশ। ,
591, মুস্তাফিজ দ্রুত করুক সেটা আমাদের সকলের প্রত্যাশা। আর অযথা কেউ বিসিবিকে গালিগালাজ না করায় ভালো। ,
592, এমন খেলোয়াড়ের প্রয়োজন যে সব সময় ফিট থাকে।অানফিট খেলোয়াড়দের ওপর ভরসা নাই। ,
593, মুস্তাফিজ আগের চাইতে ভয়ংকার হয়ে ফিরবে ইনশাআল্লাহ। ,
594, বাইরের দেশে খেলতে গেলে মুস্তফিজ ক খুব দরকার দেশের পালা সেশ এইবার বাইরের পালা ,
597, বন্ধুরা কস্ট ক রে পেজটায় একটু ঘু রে আসুন ,
598,আশা ক রি লেখা গু লো ভা লো লাগ বে। ,
599,লাইক দি য়ে পে জের সা থে থাকার জন্য অনু রোধ কর ছি কাছে আসার গল্প ,
602, আরো বিজ্ঞাপন চাই চাই আরু ফালতু খবর ,
603, প্রশ্নের মুখে নিউজিল্যান্ড সফরের দল নির্বাচক প্রক্রিয়া ,
604, ওরাতো কবেই ডানে মিশে গেছে। ,
605, বাংলাদেশের বুড়িগংগায় এসে গোছল করতে পারে ,
606, বামেরা এখন বাম দিকে বসে বাদাম ভাজা খাবে। ,
607, বাংলাদেশ টিমের ভাল চেহেরা ওয়ালা প্লেয়ার খেলতে আসার মাস পরেই ,
608,বড় বড় মডেল দের মতো হয়ে যায়। ,
609,আমরা কখনো আল আমিনের কথা মনেও করে না। অথচ তাসকিন কোনদিন ই আল আমিনের মতো ভাল বোলার ছিলো না। ,
610,শুধু তাসকিনের চেহেরার জোড়ে সবার মন জয় করে নিলো। ,
611,সবাই তাসকিনকে নিয়ে সেই হারে লাফায়। ,
612,খেলার মাঠে তাসকিন থেকে আল আমিন শফিউলরা অনেক গুণে ভাল। ,
613,চেহেরা বডি ফিগার ভাল থাকবে রাষ্ট্রীয় নায়ক হয়ে যাবে এটা ক্রিকেটীয় ব্যাকরণের বাহিরে ,
614, পোলাপান এখন তে সব মজা শেষ কইরা বইয়া থাকে আর তুমি আস ঐ নিয়া ,
616, জানোয়ারের বাচ্চারা এটা এখান থেকে আরও এক বছর আগের ছবি বিশ্বকাপ খেলার পর একটা ছবি পাইলেই হয়। খবর বানানো রেডি ,
617, কেন কাপড় খুলার প্রতিযোগিতা হবে নাকি ?? ,
618, সব আজারা খবর না দিয়ে মায়ানমার এর মুসলিম দের খবর দেননা কান ? গায়ে লাগে না। ,
619, তাসকিন ইজ দ্যা রিয়েল বস্। ,
620, সাকিবকে বলো একেই বলে ভালোবাসা আমরা বাংগালী একটু ভালোবাসা পেলেই জীবন দিতে পারি ,
622, তো ওভার হয়ে গেছে আবার কেমনে ফিরবো ,
624, এই শুয়ারের বাচ্চারে নাকি আবার নোবেল ও দেয়া হইছিল। ,
625,আর আইএস তৈরি করার জন্য দেয়া হল বারাক ওবামাকে। ,
626,এখন তো বুঝতে পারতেছি যে নোবেল টা আসলে কাকে কি জন্য দেয়া হয় ,
627, ভাইয়া আপনি যে একটা গরু আপনার প্রোফাইল পিক দেখলে বুঝা যায়। গাধার সাথে তর্ক করা বোকামো ছাড়া আর কিছু না। ,
629, এই আর এক রাম ছাগল। ,
630,শালা বাংলাদেশের সেনা কবে কখন কোথায় মালুদের হামলা করছে? ,
631,নাকি গরুর মুত খেয়ে জ্ঞান বুদ্ধি সব গেছে? ,
632, সুচি তো নোবেল পাইছে মিসাইল কিংবা সাবমেরিন বা পরমাণু তো পাইনি ,
633, ইউনুস জানোয়ার পাইছে সুদ খাওয়ার জন্য ,
634, বাপন সিনা সানিলিয়ন এর ছেলে কিন্তু বাপন সালার বাপ যে কে বাপন সিয়র না ,
638, রহিঙ্গা দের মধ্যে এর কোনোটি নেই। সালে প্রায় লক্ষ রহিঙ্গাকে বাংলাদেশ আশ্রয় দিয়েছিল তাদের মধ্য ,
640, রোহিংগাদের আশ্রয় দেয়াই সমস্যার সমাধান নয় ,
641, আমি এর সাথে একমত না ।এখন জাতিসংঘ কোথায় । ,
642, মহাকবি আলাওল সহ অনেকই আরাকানে আশ্রয় নিয়ে ছিলো ,
644, রোহিঙ্গা কি সেটা আমি জানি।ওদের আমরা খাবার দিয়ে সাহায্য করতে পারি কিন্তু জায়গা দিয়ে নয়। ,
645, চেহারা তো শয়তানে মতো হয়ে গেছে।এখন একটু ভালো হ।।।।।। আর কতো মানুষ পোড়াবি এমন করে। ,
656, বর্বর জাতী মায়ানমারের বৌদ্ধ। বোদ্ধদের ধর্মের প্রধান বানী নাকি জীব হত্যা মহা পাপ। নর পিশাচদের কোন ধর্ম নাই এটাই প্রমান দিল। ,
657, মিয়ানমারের সামরিক জান্তা সুচির চাইতে অনেক ভালো ছিল সে তার সামরিক বাহিনীকে দিয়ে এতো অপকর্ম করেনি৷ ,
658, ওর সম্মতিতে রোহিঙ্গাদের হত্যা করা হচ্ছে পুরিয়ে মারা হচ্ছে । ,
659,নিরবতাই তো সম্মতির লখ্খন । ,
660, বাংলাদেশ সরকারের উচিত কক্সবাজার জেলার বৌদ্ধ গুলি মায়ানমার পাঠিয়ে দিয়ে রোহিংগাদের আশ্রয় দেয়া ,
661, তার চেহারায় আমি শান্তিতে নোবেলজয়ী কাউকে দেখছিনা দেখছি একটা নিষ্ঠুর ডাইনীকে ,
662, সুচিকে আগে ভালো লাগতো কিন্তু ওর নিরবতা প্রমাণ করে কুকুরের লেজ বছর পাইপের ভিতরে থাকলেও বাকা বাকাই থাকে।।।। ,
663, স্বাধীনভাবে বাচাঁর অধিকার সবার আছে। মিয়ানমারে সেনাবাহিনীর নির্মম গনহত্যার তীব্র নিন্দা জানায়। ,
664, নোবেল প্রাইজটা কেড়ে নেওয়া উচিত এই অপদার্থকে কি করে শান্তির পদক দেয় ,
665,এরচেয়ে বড় জাহেলি আর কি হতে পারে? ,
667, বাংলাদেশে সংখ্যালঘুদের ওপর যখন হমলা হয় তখনো বোধ হয় এমনি এক নিষ্ঠুর নীরবতায় থাকেন আমাদের মাননীয়া প্রধানমন্ত্রী শেখ হাসিনা। ,
671, উনিও বাংলাদেশের নেত্রীদের মত ভোটের রাজনীতি করেন। মানুষ মারা গেলে ওনাদের কিছু ছিঁড়ানি যায়না। ,
672, ওর মুখে থুতু ফেলানো উচিত দেখলেই বমি আসে।। আমরা এজিদের কাহীনিতে ভয় পাই।। এজিদ এই শয়তান মহিলার কাছে কিছুই না থু ,
675, অথচ তার জন্যই বাংলার মানুষ অনেক সহানুভুতি দেখিয়েছিল যখন জান্তা সরকারের জেলে পচেঁ মরছিল। ,
677, কুততা জানোয়ার শুয়োর গাদী মানুষ খায় জানোয়ার লেডি। বোম দিয়া ওর মনডু উরিয়ে দেয় ,
678, তুমি যে মাথায় ফুল লাগাও এর তো কোন মানে হয় না। তুমি তো ফুলের অযোগ্য। ,
679,মন ভর্তি শয়তানি নিয়ে মাথায় ফুল লাগানোর কোন দরকার নাই। ,
680, জানতাম নারীরা মমতা ময়ী কিন্তু সুচি আসলে সীমার ওর মায়াদয়া নাই। ,
684, ধন্যবাদ অনেক দিন পর প্রথম আলো পত্রিকাটি গণ হত্যার বাস্তব চিত্র তুলে ধরেছে? ,
685, বহুদিন পর ক্ষমতা পেয়েছে আরাম আয়েশে আছে। কিছু বলে জান্তা সরকারের রোষানোলে পরতে চাচ্ছে না। হায়রে ক্ষমতা মানুষ কে অন্ধ করে রাখে।।।।।। ,
688, আজকে আপনি শরণার্থীদের পাশে দাঁড়াচ্ছেন না কালকে হয়ত আপনিও শরণার্থীর তালিকায় চলে আসতে পারেন ,
690, নোবেল তুমি কোন শান্তি রক্ষার কারনে পাইছো সুচি??খারাপ কিছু মুখে আসছে।বলি নাই।কারন নোবেল পাওয়া যেই সেই কথা না। ,
692, সুচির চেহারাটা দেখেন একদম ডাইনি। পিচাস যারা শুধু মানুষের রক্ত পান করতে ভালো বাসে। ,
693, হিন্দু না ওরা মুসলিম? ওই জিজ্ঞাসে কোন জন? ,
697,নামটা শুনলে এখন গা জ্বলে উঠে। ,
698,তার নিরাবতা কি শান্তির বহিঃ প্রকাশ? ,
699,আমার তো মনে হয় না সে মানুষ। ,
700, সূচির এই চেহারাটাই এক সময় মনে হতো শান্তির এখন মনে হচ্ছে শয়তানের বা দানবের। ,
702, এমন ঘটনা আর না ঘটুক এটাই কাম্য। ,
703,এটা যদি কোন মুসলিম রাষ্ট ঘটাই তো তাকে নিধন করার জন্য বুস এবং ,
704,জজ বুস এত্ত দিনে এসে চুরমার করে দিতো। ,
706,কারো শক্তি হলো না ছিড়ার। ,
707,আমরা বাংলা দেশি রাই সমালোচনা করি মানবিক দৃষ্টি কোন থেকে। ,
708, তার নোবেল প্রাইজ ছিনিয়ে নেয়া হোক ।আর তাকেই বলে কি হবে বিশ্ব শান্তি সংস্থা যেখানে নিরবতা পালন করছে ,
709, আমি শয়তান দেখিনি তবে অনুমান করি শয়তান দেখতে মনে হয় হবুহু অংসান সুচির মতোই হবে। ,
710, মুসলিমরা শুধু নিরীহ সাওতালদের উপর গরম ছারতে পারে বার্মা যে এতো মুসলিম মারছে কিছু করতে পারে না ,
712, দেশের এমন পরিস্হিতিতে সরকার প্রধানের এমন নিরব ভূমিকা আশা করা যায় না আসলে তিনি চান কি? ,
713, আমার জানামতে এ পর্যন্ত অনেক প্রচছদ প্রথম আলো ছাপিয়েছেন আপনাদের প্রিয় সুচিকে নিয়ে। আপনারা পারেন ও বটে। ,
714, ঠান্ডা মাথার খুনি অালাভোলা সহজ সরল চেহেরার মধ্যে লুখিয়ে অাছে একজন হিংস্র জন্তুু জানোয়ার।। ,
715, সমগ্র মিয়ানমার জুড়ে মুসলমানদের উপর হিংস্র নিরয্াতন চালিয়ে অশান্তি চালানো সূচির শান্তির নোবেল ছিনিয়ে নেউয়া চাই। সূচি বিশ্ব বেহায়া। ,
716, সু চি আপনার নিষ্ঠুর নিরবতায় আমরা মর্মাহত শা ন্তির নো বেল আপনার জন্য নয় আপ নি নিষ্ঠুর নিবাক অসহায়। ,
717, কত গুলা কমেন্ট অথছ শালা বৌদ্ধদের একটা কমেন্ট নেই অার করবে বা কেন তারা বৌদ্ধ। ,
718,এখন যদি অামরা মুসলিম রা বৌদ্ধদের উপর অক্রমন করি তাহলে মায়ানমারেরর কষ্ট লাগবে। ,
723, শান্তিতে নোবেলবিজয়ী ব্যক্তি হয়ে আপনি মানবতা বিরোধী যে নিরবতা প্রকাশ করলেন তা পৃথিবীর বুকে একটি নজির হয়ে রইলো ,
724,এটার ফলাফল আপনি অথবা আপনার জাতি যে খুব শীঘ্রই পাবেন সে বিষয়ে আমি আশাবাদী ,
726, এই নিস্ঠুর নিরবতায় একদিন তুই ও নিরবে ধংস হয়ে যাবি যেভাবে তোর আগে ফেরাউন নমরুদ হিটলারদের হয়েছিল ,
727, হারামির বাচ্চা গণতন্ত্র প্রতিষ্ঠা করছে মিয়ানমারে ,
731, নিষ্ঠুর নিরবতা না বলে নিরব সম্মতি বলেন আর আপনারাই এক সময় এদের মানবতার ধারক ও বাহক বানিয়েছিলেন। ,
733, সুচিকে মানবতা বিরোধী অপরাধে বিচারের সম্মুখিন করা উচিত।সরকার এ বিষয়ে পদক্ষেপ ,
736, এখন মনে হয় ওকে নোবেল দেওয়া হয়েছে অশান্তির জন্য। শান্তির জন্য নয়।ওর নোবেল পুরস্কার ফিরিয়ে নেওয়া হক। ,
737, বোদ্ধ ধর্মে পশু মারা পাপ কিন্ত তারা যে নির্বিচারে মুসলমানদের হত্যা করছে এটা কি পাপ নয় তারা মানুষ না জানোয়ার। ,
739,আর ছাতিসংঘ চোখ বুজে ঘুমায় ,
740, বাংলাদেশে আসলে ওর মখে প্রস্রাব করা হবে আমি না পারলেও আমার কোন ভাই এই কাজ করবে ঈনশা আল্লাহ ,
741, অংসান সুচি না সে হচেছ অংসান সুচ যে কেবল মানুষকে ফোটা করতেই জানে ,
742, সুচি একটা শুয়োরের বাচ্চা। তার মধ্যে কোন মানবিক মুল্যবোধ নাই। তারে ই নাকি নোবেল কমিটি শান্তি পুরুস্কার দিয়েছে। ,
743, এই শূয়র কে যেই জানোয়ার রা শান্তিতে পুরস্কার দেয় তাঁরা কেমন জানোয়ার বুঝতে পেরেছি ,
745, এটা একটা ফালতু মহিলা। এর নিকট থেকে শান্তিতে দেয়া নোবেল পুরস্কারটি কেরে নিয়ে একটা ভাঙ্গা হেরিকেন হাতে ধরিয়ে দেয়া হোক ,
747, স্বৈরাচারী আখ্যা দিয়ে সাদ্দাম গাদ্দাফি আসাদকে নিধন করা হচ্ছে বিশ্ব মোড়ল কেন আছ অং সান সূচিকে সায়েস্তা করা হচ্ছে না। ,
748, রহিঙ্গা মুসলিমরা আমাদের দেসেএসে ভরে যচ্ছে। তাই ওদের লোকজনও আমাদের দেশ থেকে তারানো উচিত ,
751, নিরবতা নয় তার দেশে এ হত্যা কান্ডের জন্য তাকেই শাস্তি পেতে হবে আল্লাহ রাব্বুল আলামিনের কাছে। ,
753, নোবেল আজকাল শান্তিতে নয় বর্বরতার জন্য দেওয়া। ,
754,তাইতো সুচির মত শয়তানেরা নোবেল পায়। ,
756, সুচি হয়তো ঘরে বসে বারাক ওবামার সেই বিখ্যাত চুমুগুলো স্মরণ করছেন ,
757, সে কবে দয়ার সাগর ছিল?এই হারামি আগেও নির্দয় ছিল।এখনো আছে। ,
759, সুচির মুখে থু থু দিতেই আমার ঘৃণা হচ্ছে ,
760, সুচি যে কোন গ্রহের শান্তির জন্য নোবেল পেয়েছিলেন কি জানি। ,
761, ওতো বিধর্মী মুসলমানের শত্রু সে নিরব থেকে মজা নিচ্ছে একটা হারামি শালা ,
762, ওরে আবার আগের মতো গৃহ বন্ধী করে রাখা হোক ,
763, হে আল্লাহ তুমি মুসলিমদের হেফাজত কর ,
764, অামেরিকা শান্তি পেলে অনেকেই শান্তি পায়। ,
765, সুচি ও অসুচির পার্থক্য একাকার করে দিলো। ,
768, জাহাননামে ও যায়গা নেই তোর ,
769, আরে কুচি কুচি করে কাটা দরকার ,
770, অহিংস পরম নীতির প্রকাশ পাচ্ছে। ,
771, কি শান্তি এনেছিলেন সূচি ? আর এখনই বা তিনি কি করছেন ? নোবেল কমিটির চরম লজ্জা । ,
772, এর নোবেল প্রত্যাহার করা হোক এবং বার্মার সাথে রাষ্ট্রীয় সম্পর্ক বন্ধ করা হোক। ,
773, ওকে কি যে কমু বলার ভাষা হারাই ফেলছি। ,
774, নোবেল ফিরিয়ে নেওয়া উচিত। নোবেল পাওয়ার যোগ্যতা উনি রাখেনা। ,
776, নোবেল ফিরিয়ে নিয়ে বিচারের মুখোমুখি করা হক ,
777, হেতি বলে আবার শান্তির দূত নোবেল ও পায় শালির ,
778, এই নারী শান্তি তে নোবেল প্রাইজ পেয়েছিল কিভাবে? ,
779, এইডারে নাফ নদীতে চুবানি দেওন উচিত ,
780, এই কুততা বাচচা কে এখনি বিচার কর অা ললা ,
781, সালির গালে জুতা মার তালে তালে ,
782, সবাই এখন মুখুশ ধারী আসলে কেও মানবতার জন্য কাজ করে না ,
783,কলিজায় একটা টান মারে এই জানোয়ারকে দেখলে ,
785, সে নিজেই জেনারেলের মেয়ে কিভাবে সে সামরিক শাসন কে বুড়ো আঙ্গুল দেখাবে ,
786, নোবেল তো ভালো কোন মানুষকে দেওয়া হয় না কুর্মের সম্মাননাই হলো নোবেল ,
787, সুদী উন্নুচা আর সুচী এই টাই শয়তান কোন কামের না ,
788, ওর মুখে এসিড মারা হোক তাহলে বুঝবে ঝলসে যাওয়ার কষ্ট কেমন? ,
789, যখন সব রোহিঙ্গাকে মেরে শেষ করে ফেলা হবে তখন ধ্যন ভাঙ্গবে। ,
790, যারা মুসলিমের কচু কাটা করবে তাদেরকে ই নোবেল প্রাইজ দেয়া হবে ,
791, নেতাদের গদি কি জিনিস মাইরি ,
792, সয়তান্নির বাচ্চি। তকে হাতের কাছে পাইলে কুপিয়ে কুপিয়ে মারতাম আমি। ,
793, মহাত্মা গান্ধীকে নোবেল দেয়া হয়নি সুচীকে ওবামাকে দেয়া হয়েছে। ,
794, সুচিকে প্রিথিবি থেকে মুছে ফেলা হোক ,
795, আপনাদের এই শিরোনামটিই এতদিন সময় নিতে হলো কেন? ,
796, শালির মুখটা কে আগুন দিয়ে পুরানুর দরকার। ,
797, কেন বাংলাদেশে জখন হিন্দু নিজ্জাতন হয় তখন তো ইউনুস চাচাও ছুপ থাকে??? ,
799, সুচির কথা কি মায়ানমার সেনাবাহিনী শুনবে? ,
800, যাহোক শেষ পর্যন্ত প্রথম অালো সত্যটা প্রকাশ করলো। ,
801, হিংস্র হায়েনার নেতৃত্ব তান কারী মগ দস্যু রাণী। ,
802, সুচিতে নাই অং সান সু চি ,
803, সুচি রে মেরে ফেলা দরকার। ,
804, যতদিন জেলে ছিল ওদের দেশ শান্তিতে ছিল ,
805, এই অমানুষটারে কষায়া একটা থাপ্পর মারতে পারতাম ,
806, সুচির নোবেল মুচি কে দাও। ,
807, একে নোবেল দেওয়া নোবেল ইতিহাসের এক কলঙ্কজনক অধ্যায় হয়ে থাকবে ,
808, গৃহবন্দি থাকায় অবস্তা ভালো ছিলো যেমন কুকুর তেমন মুগর ,
809, দেখলেই তো শয়তানের খারা ঝিলকির মত লাগে ,
810, অমানুষ গুলো দেখতে মানুষের মতে হয় ,
811, যেহেতু উনি একজন বেজন্মা কুকুর তাই উনি ঘেউ ঘেউ করতে পারছেন না ,
812, লাথি মারি অই সুচির মুখে এবং তার মত যারা আছে ,
816, জাহান্নামের সরদারনীকে জীবিত অবস্থাতেই পেত্নীর মত লাগে। ,
817, সুচির নোবেল কেড়ে নেয়া হোক। ,
818,না হয় তার মাথা কেটে নেবো আমি। ,
819, ফেরাউনের সাথে মিউজিয়ামে বাকি জীবন কাটানোর ইচ্ছা আছে ,
820, একদিন তোদেরো এমন যেন হয়। ,
821, কুকুরেরে বাচ্চা নীরব মানে? সেই তো এসব করাচ্ছে। ,
822, সুচি কোথায় শান্তির জন্য নোভেল পুরষ্কার পেয়েছিল ? ,
825, নোভের অর পরিবর্তে একটি লম্বা বাঁশ দিতে হবে। ,
827, ওকে নোবেল নয় ওটাকে জুতার মালা পরিয়ে দেওয়া উচিৎ।,
828, তোর মুখে আমি থুথু ফেলি ,
830, ইস ওরে যদি একটা জুতার বারি মারতে পারতাম ,
832, ওর চেহারাটা ঠিখ যেন শুকরের বাচ্চার মতো। ,
833, এই ইহুদীর বিচার একদিন হবেই ইনশাআল্লাহ্। ,
